date,category,sub_category,product,price,quantity,total_sales
2025-04-28,electronics,none,laptop,12295,10,122950
2025-11-09,supermarket,none,cooking oil,3093,35,108255
2025-01-13,electronics,none,mobile,23809,30,714270
2025-08-14,clothes,men,trouser,58592,7,410144
2025-08-27,clothes,men,trouser,30249,16,483984
2025-01-17,supermarket,none,bread,17304,9,155736
2025-02-15,electronics,none,smartwatch,59774,19,1135706
2025-03-23,electronics,none,mobile,32746,5,163730
2025-04-27,clothes,men,trouser,29976,4,119904
2025-01-14,supermarket,none,cooking oil,56508,9,508572
2025-07-20,electronics,none,mobile,41840,19,794960
2025-08-13,supermarket,none,cooking oil,19910,35,696850
2025-07-17,supermarket,none,tea,42049,32,1345568
2025-06-04,stationary,none,pen,16372,4,65488
2025-08-05,stationary,none,pencil,18449,13,239837
2025-04-24,electronics,none,mobile,41802,16,668832
2025-02-03,supermarket,none,cooking oil,16617,38,631446
2025-01-25,supermarket,none,cooking oil,10613,32,339616
2025-12-01,stationary,none,pen,3520,31,109120
2025-05-16,electronics,none,smartwatch,1768,12,21216
2025-09-17,clothes,women,top,32947,40,1317880
2025-06-04,clothes,men,trouser,29304,11,322344
2025-01-07,clothes,women,top,44740,8,357920
2025-12-28,clothes,men,shirt,46095,14,645330
2025-10-11,stationary,none,pencil,43031,20,860620
2025-05-18,stationary,none,page-folder,24743,25,618575
2025-07-12,stationary,none,pen,44605,40,1784200
2025-05-12,supermarket,none,bread,11756,2,23512
2025-07-22,supermarket,none,tea,413,34,14042
2025-02-06,supermarket,none,bread,47115,1,47115
2025-05-10,stationary,none,pencil,25111,14,351554
2025-08-16,clothes,men,trouser,34272,19,651168
2025-07-26,stationary,none,page-folder,45389,10,453890
2025-03-09,clothes,women,top,3376,24,81024
2025-01-20,clothes,men,trouser,49017,36,1764612
2025-11-01,electronics,none,laptop,3744,17,63648
2025-01-05,stationary,none,notebook,53367,32,1707744
2025-12-19,clothes,men,trouser,22103,33,729399
2025-11-25,clothes,women,suits,44008,24,1056192
2025-03-02,clothes,men,trouser,3055,9,27495
2025-12-02,electronics,none,laptop,44787,11,492657
2025-09-09,supermarket,none,tea,35960,36,1294560
2025-06-28,stationary,none,page-folder,33890,39,1321710
2025-03-16,supermarket,none,bread,53195,29,1542655
2025-05-05,supermarket,none,cooking oil,20667,20,413340
2025-11-14,supermarket,none,tea,16319,22,359018
2025-02-02,electronics,none,smartwatch,16436,10,164360
2025-01-07,supermarket,none,cooking oil,22872,12,274464
2025-10-10,stationary,none,page-folder,42806,39,1669434
2025-09-21,clothes,women,top,10791,15,161865
2025-03-15,electronics,none,smartwatch,44859,30,1345770
2025-04-13,supermarket,none,tea,8496,36,305856
2025-07-03,stationary,none,pencil,13692,26,355992
2025-03-26,supermarket,none,bread,36022,4,144088
2025-12-26,electronics,none,mobile,37266,16,596256
2025-01-23,clothes,men,trouser,56365,32,1803680
2025-04-08,supermarket,none,bread,44548,12,534576
2025-07-13,supermarket,none,cooking oil,21519,13,279747
2025-03-07,electronics,none,mobile,21067,14,294938
2025-05-29,supermarket,none,tea,3124,6,18744
2025-11-17,stationary,none,notebook,44709,38,1698942
2025-12-12,clothes,women,suits,35457,19,673683
2025-03-31,clothes,women,suits,17976,17,305592
2025-05-21,electronics,none,laptop,56046,4,224184
2025-05-11,supermarket,none,bread,14873,13,193349
2025-04-23,electronics,none,mobile,42059,5,210295
2025-09-15,stationary,none,page-folder,47393,37,1753541
2025-10-24,supermarket,none,bread,37054,25,926350
2025-04-07,stationary,none,pen,42199,28,1181572
2025-07-06,electronics,none,mobile,15752,10,157520
2025-12-09,stationary,none,pencil,50853,38,1932414
2025-06-19,stationary,none,page-folder,57085,28,1598380
2025-12-21,stationary,none,notebook,31675,19,601825
2025-05-17,stationary,none,notebook,12341,12,148092
2025-10-14,supermarket,none,bread,18150,18,326700
2025-07-06,clothes,men,shirt,15701,40,628040
2025-11-26,supermarket,none,cooking oil,8193,28,229404
2025-05-09,clothes,men,shirt,58059,2,116118
2025-07-07,stationary,none,pen,1660,26,43160
2025-04-19,electronics,none,laptop,2015,37,74555
2025-10-01,stationary,none,pen,45026,23,1035598
2025-09-30,electronics,none,mobile,1688,18,30384
2025-09-10,electronics,none,laptop,37518,5,187590
2025-10-30,clothes,men,shirt,23264,20,465280
2025-01-24,supermarket,none,rice,37564,8,300512
2025-05-31,electronics,none,headphones,40271,34,1369214
2025-07-04,supermarket,none,cooking oil,35024,12,420288
2025-07-31,clothes,men,trouser,53731,11,591041
2025-11-02,stationary,none,page-folder,29387,25,734675
2025-11-12,stationary,none,page-folder,53754,11,591294
2025-10-25,clothes,women,top,46679,6,280074
2025-02-27,electronics,none,headphones,58635,25,1465875
2025-12-13,stationary,none,pencil,47350,38,1799300
2025-11-10,clothes,women,top,1760,36,63360
2025-11-12,electronics,none,headphones,32016,35,1120560
2025-09-17,stationary,none,pencil,5800,6,34800
2025-04-14,supermarket,none,rice,42662,40,1706480
2025-10-12,electronics,none,headphones,15967,19,303373
2025-10-06,supermarket,none,cooking oil,46847,10,468470
2025-10-05,stationary,none,pencil,47424,32,1517568
2025-02-21,electronics,none,mobile,12639,31,391809
2025-02-16,clothes,women,top,31637,21,664377
2025-03-24,supermarket,none,rice,27864,14,390096
2025-06-24,electronics,none,mobile,47842,38,1817996
2025-10-06,electronics,none,laptop,57876,35,2025660
2025-08-13,supermarket,none,rice,3799,20,75980
2025-10-14,electronics,none,mobile,24779,32,792928
2025-02-14,supermarket,none,tea,10794,16,172704
2025-08-19,clothes,women,top,18617,31,577127
2025-02-04,clothes,men,shirt,40140,31,1244340
2025-09-05,supermarket,none,bread,2559,26,66534
2025-02-11,supermarket,none,bread,39607,26,1029782
2025-07-05,clothes,women,top,49289,23,1133647
2025-07-17,electronics,none,laptop,45636,38,1734168
2025-01-20,supermarket,none,rice,30177,10,301770
2025-03-11,supermarket,none,tea,52287,16,836592
2025-12-26,electronics,none,headphones,29640,1,29640
2025-06-04,clothes,men,shirt,16441,34,558994
2025-02-18,electronics,none,smartwatch,3222,17,54774
2025-06-30,electronics,none,laptop,1756,10,17560
2025-09-12,supermarket,none,rice,11200,31,347200
2025-07-13,electronics,none,laptop,34505,30,1035150
2025-10-08,supermarket,none,tea,4501,1,4501
2025-02-12,electronics,none,headphones,51742,20,1034840
2025-05-16,electronics,none,laptop,10780,13,140140
2025-05-07,stationary,none,pencil,37529,34,1275986
2025-03-20,stationary,none,pencil,37478,27,1011906
2025-07-10,electronics,none,smartwatch,7829,18,140922
2025-03-14,supermarket,none,rice,52621,37,1946977
2025-03-14,supermarket,none,cooking oil,36032,25,900800
2025-04-10,stationary,none,pencil,4036,21,84756
2025-03-31,electronics,none,headphones,19411,31,601741
2025-01-06,clothes,women,top,42641,8,341128
2025-02-02,supermarket,none,tea,32430,15,486450
2025-01-08,electronics,none,laptop,4161,14,58254
2025-05-11,stationary,none,page-folder,23756,15,356340
2025-07-15,electronics,none,laptop,839,28,23492
2025-07-13,stationary,none,notebook,424,29,12296
2025-08-04,stationary,none,pencil,25516,20,510320
2025-02-19,stationary,none,notebook,53659,35,1878065
2025-06-01,clothes,men,trouser,56864,35,1990240
2025-02-21,clothes,men,shirt,49915,23,1148045
2025-11-10,supermarket,none,cooking oil,626,7,4382
2025-11-05,supermarket,none,cooking oil,58903,20,1178060
2025-05-26,electronics,none,smartwatch,20840,30,625200
2025-10-03,supermarket,none,tea,51979,7,363853
2025-08-22,stationary,none,page-folder,45313,3,135939
2025-09-10,supermarket,none,rice,36237,22,797214
2025-10-07,supermarket,none,cooking oil,5118,5,25590
2025-01-01,clothes,men,shirt,41917,34,1425178
2025-12-15,supermarket,none,bread,43683,3,131049
2025-05-23,clothes,women,suits,4084,24,98016
2025-08-31,electronics,none,mobile,6489,28,181692
2025-04-08,supermarket,none,rice,52049,40,2081960
2025-03-26,electronics,none,mobile,4152,26,107952
2025-12-25,electronics,none,laptop,47908,1,47908
2025-05-31,supermarket,none,tea,55172,2,110344
2025-02-04,clothes,women,top,25665,20,513300
2025-10-05,electronics,none,mobile,17927,26,466102
2025-09-19,clothes,men,shirt,26916,1,26916
2025-05-15,clothes,men,shirt,37623,1,37623
2025-08-12,supermarket,none,tea,2784,10,27840
2025-12-14,electronics,none,mobile,34997,21,734937
2025-11-21,clothes,men,shirt,47165,17,801805
2025-08-08,clothes,women,suits,247,19,4693
2025-01-21,supermarket,none,bread,4099,15,61485
2025-07-22,stationary,none,pencil,56364,2,112728
2025-02-09,stationary,none,notebook,6324,18,113832
2025-12-09,electronics,none,mobile,52873,25,1321825
2025-10-21,clothes,women,top,34881,3,104643
2025-12-28,electronics,none,laptop,49588,20,991760
2025-04-20,stationary,none,pencil,9032,29,261928
2025-03-15,supermarket,none,tea,41749,8,333992
2025-11-07,electronics,none,laptop,26330,38,1000540
2025-03-01,supermarket,none,bread,4688,3,14064
2025-02-03,clothes,men,trouser,1231,6,7386
2025-02-04,supermarket,none,tea,4137,22,91014
2025-10-26,electronics,none,headphones,14638,29,424502
2025-02-18,clothes,men,shirt,16553,29,480037
2025-05-28,stationary,none,page-folder,19420,18,349560
2025-10-19,supermarket,none,bread,57732,20,1154640
2025-09-15,supermarket,none,tea,56415,15,846225
2025-07-18,electronics,none,headphones,23407,24,561768
2025-12-04,clothes,women,suits,20728,30,621840
2025-07-15,clothes,women,suits,5394,37,199578
2025-11-18,electronics,none,mobile,5287,20,105740
2025-08-01,clothes,men,trouser,49615,24,1190760
2025-11-14,electronics,none,smartwatch,56038,40,2241520
2025-06-26,electronics,none,headphones,47944,12,575328
2025-05-05,electronics,none,smartwatch,10093,18,181674
2025-11-03,electronics,none,mobile,2427,32,77664
2025-11-26,stationary,none,pen,1369,4,5476
2025-07-19,stationary,none,page-folder,17711,29,513619
2025-07-28,stationary,none,pencil,34949,12,419388
2025-07-22,clothes,men,trouser,15836,14,221704
2025-08-19,clothes,men,shirt,20828,20,416560
2025-09-29,stationary,none,pen,39544,23,909512
2025-04-25,clothes,women,suits,59056,37,2185072
2025-12-15,clothes,women,top,51698,24,1240752
2025-08-24,supermarket,none,cooking oil,22585,22,496870
2025-11-11,clothes,women,top,55113,11,606243
2025-02-09,supermarket,none,rice,54100,8,432800
2026-01-01,clothes,women,top,58812,18,1058616
2025-07-05,clothes,women,top,36913,35,1291955
2025-07-04,clothes,women,top,30413,26,790738
2025-04-12,supermarket,none,bread,3870,1,3870
2025-02-27,clothes,men,shirt,48736,33,1608288
2025-02-26,stationary,none,notebook,40668,17,691356
2025-01-17,electronics,none,laptop,13309,33,439197
2025-03-11,supermarket,none,bread,56788,8,454304
2025-06-13,electronics,none,laptop,9123,31,282813
2025-11-09,electronics,none,smartwatch,11499,7,80493
2025-08-31,clothes,men,trouser,54268,28,1519504
2025-06-15,electronics,none,headphones,21345,31,661695
2025-11-28,clothes,women,top,27276,18,490968
2025-05-05,clothes,women,top,26743,18,481374
2025-06-16,stationary,none,pencil,23238,10,232380
2025-10-16,clothes,women,top,10614,5,53070
2025-09-29,supermarket,none,cooking oil,23286,4,93144
2025-03-27,stationary,none,page-folder,25844,17,439348
2025-12-05,stationary,none,pen,31591,37,1168867
2025-09-29,electronics,none,headphones,27027,11,297297
2025-10-20,supermarket,none,rice,54318,14,760452
2025-10-14,supermarket,none,cooking oil,26788,31,830428
2025-05-10,electronics,none,headphones,6639,15,99585
2025-09-01,stationary,none,pen,57825,25,1445625
2025-12-08,clothes,women,top,2357,9,21213
2025-03-30,stationary,none,pen,29836,33,984588
2025-12-23,supermarket,none,rice,36295,29,1052555
2025-10-07,electronics,none,smartwatch,5181,22,113982
2025-07-29,clothes,men,shirt,4545,6,27270
2025-02-24,stationary,none,pen,58968,27,1592136
2025-03-10,electronics,none,mobile,10145,2,20290
2025-12-23,electronics,none,mobile,50580,4,202320
2025-04-15,supermarket,none,cooking oil,16279,14,227906
2025-12-16,electronics,none,mobile,11764,19,223516
2025-12-25,clothes,men,trouser,33922,25,848050
2025-12-07,supermarket,none,bread,33981,16,543696
2025-07-02,stationary,none,page-folder,7397,13,96161
2025-05-15,stationary,none,pencil,56942,34,1936028
2025-02-10,supermarket,none,tea,6607,5,33035
2025-01-14,electronics,none,mobile,17352,3,52056
2025-11-03,clothes,women,top,23657,3,70971
2025-01-23,electronics,none,smartwatch,1461,37,54057
2025-06-17,supermarket,none,tea,46022,14,644308
2025-02-02,stationary,none,page-folder,31710,38,1204980
2025-03-28,stationary,none,pen,32569,32,1042208
2025-01-24,electronics,none,mobile,48679,35,1703765
2025-07-28,supermarket,none,bread,24162,2,48324
2025-06-19,supermarket,none,rice,55821,18,1004778
2025-06-11,supermarket,none,tea,47005,2,94010
2025-11-05,clothes,women,suits,42379,22,932338
2025-07-08,clothes,women,top,46973,12,563676
2025-07-27,supermarket,none,cooking oil,45459,21,954639
2025-11-25,electronics,none,mobile,20760,2,41520
2025-02-17,electronics,none,laptop,20103,12,241236
2025-06-26,stationary,none,pencil,45355,30,1360650
2025-03-11,electronics,none,headphones,279,39,10881
2025-09-05,supermarket,none,rice,55194,5,275970
2025-08-09,clothes,women,suits,6175,9,55575
2025-04-12,clothes,women,suits,25375,24,609000
2025-02-01,stationary,none,pencil,13030,27,351810
2025-04-24,clothes,women,suits,37793,20,755860
2025-12-29,stationary,none,pencil,52473,25,1311825
2025-12-04,supermarket,none,bread,1598,22,35156
2025-12-24,electronics,none,headphones,6911,34,234974
2025-05-21,electronics,none,headphones,22392,37,828504
2025-09-07,clothes,men,shirt,59453,39,2318667
2025-10-11,clothes,men,trouser,47390,23,1089970
2025-09-26,clothes,women,suits,50571,5,252855
2025-08-13,clothes,women,top,385,5,1925
2025-01-01,supermarket,none,tea,24965,23,574195
2025-05-16,electronics,none,headphones,24566,14,343924
2025-01-19,clothes,men,shirt,43367,16,693872
2025-02-04,supermarket,none,rice,10069,10,100690
2025-11-18,clothes,men,trouser,14432,28,404096
2025-05-24,clothes,men,trouser,20079,5,100395
2025-04-08,clothes,women,suits,11305,29,327845
2025-05-28,stationary,none,page-folder,45076,17,766292
2025-10-09,clothes,women,top,45439,36,1635804
2025-06-09,clothes,men,shirt,44902,26,1167452
2025-04-17,electronics,none,headphones,59042,31,1830302
2025-02-23,clothes,women,suits,9284,20,185680
2025-01-09,clothes,women,suits,53105,27,1433835
2025-11-22,stationary,none,pencil,9674,12,116088
2025-03-28,supermarket,none,tea,2776,31,86056
2025-04-26,clothes,women,suits,34696,34,1179664
2025-10-19,electronics,none,mobile,9966,25,249150
2025-05-07,stationary,none,page-folder,24329,12,291948
2025-04-20,stationary,none,page-folder,56467,40,2258680
2025-05-22,electronics,none,smartwatch,5369,12,64428
2025-12-25,stationary,none,notebook,2469,34,83946
2025-03-15,electronics,none,smartwatch,59335,40,2373400
2025-06-04,supermarket,none,tea,44960,3,134880
2025-01-24,supermarket,none,bread,22691,36,816876
2025-12-01,supermarket,none,rice,27804,15,417060
2025-02-10,supermarket,none,bread,2626,34,89284
2025-07-27,stationary,none,pencil,42133,9,379197
2025-09-01,supermarket,none,tea,31710,13,412230
2025-09-09,supermarket,none,bread,38098,21,800058
2025-07-20,electronics,none,mobile,49376,20,987520
2025-04-14,electronics,none,smartwatch,18455,36,664380
2025-02-19,supermarket,none,rice,39863,8,318904
2025-08-02,stationary,none,page-folder,24016,7,168112
2025-04-16,supermarket,none,rice,14939,24,358536
2025-09-16,electronics,none,mobile,25860,29,749940
2025-06-05,electronics,none,laptop,46175,37,1708475
2025-09-27,electronics,none,smartwatch,33595,5,167975
2025-12-13,electronics,none,headphones,58280,18,1049040
2025-06-02,supermarket,none,tea,56377,24,1353048
2025-01-13,supermarket,none,cooking oil,4437,14,62118
2025-09-17,clothes,women,suits,14153,38,537814
2025-06-17,electronics,none,smartwatch,55647,38,2114586
2025-02-27,supermarket,none,tea,41992,3,125976
2025-03-06,electronics,none,headphones,12174,33,401742
2025-05-16,clothes,men,shirt,5740,31,177940
2025-06-15,electronics,none,headphones,26517,8,212136
2025-12-20,stationary,none,page-folder,35502,39,1384578
2025-08-07,electronics,none,smartwatch,44681,16,714896
2025-03-08,electronics,none,laptop,24213,32,774816
2025-07-06,stationary,none,page-folder,4011,12,48132
2025-02-04,stationary,none,page-folder,31532,37,1166684
2025-01-12,clothes,women,suits,49125,30,1473750
2025-12-29,electronics,none,smartwatch,19807,34,673438
2025-08-18,supermarket,none,cooking oil,48141,33,1588653
2025-07-08,electronics,none,laptop,41623,27,1123821
2025-12-30,stationary,none,notebook,34967,39,1363713
2025-03-06,electronics,none,smartwatch,44271,3,132813
2025-08-26,stationary,none,pen,8052,38,305976
2025-09-28,stationary,none,pencil,22556,1,22556
2025-09-17,supermarket,none,rice,15294,30,458820
2025-10-01,stationary,none,notebook,16757,9,150813
2025-09-24,electronics,none,mobile,49191,12,590292
2025-12-06,supermarket,none,bread,55717,27,1504359
2025-05-16,clothes,women,top,16259,10,162590
2025-01-25,supermarket,none,tea,39347,6,236082
2025-04-25,clothes,women,top,174,36,6264
2025-08-14,supermarket,none,rice,2434,18,43812
2025-08-11,electronics,none,mobile,6346,13,82498
2025-04-19,supermarket,none,tea,43923,26,1141998
2025-03-30,electronics,none,mobile,57471,8,459768
2025-03-01,supermarket,none,bread,12843,15,192645
2025-07-15,stationary,none,pen,56989,30,1709670
2025-09-24,supermarket,none,rice,15903,5,79515
2025-05-29,stationary,none,pen,41406,30,1242180
2025-11-06,electronics,none,headphones,43411,7,303877
2025-02-14,electronics,none,smartwatch,24321,28,680988
2025-10-09,supermarket,none,rice,26968,10,269680
2025-10-03,supermarket,none,rice,26969,25,674225
2025-10-29,stationary,none,pencil,35451,14,496314
2025-10-05,electronics,none,mobile,30401,26,790426
2025-10-19,clothes,men,shirt,4532,35,158620
2025-12-11,stationary,none,pen,25558,4,102232
2025-09-04,clothes,women,suits,307,36,11052
2025-08-22,stationary,none,pen,23362,36,841032
2025-09-17,electronics,none,mobile,4071,11,44781
2025-10-28,supermarket,none,rice,9897,20,197940
2025-05-04,stationary,none,notebook,28379,37,1050023
2025-05-08,electronics,none,headphones,43848,18,789264
2025-07-06,electronics,none,headphones,47330,8,378640
2025-10-01,supermarket,none,rice,44962,13,584506
2025-11-17,electronics,none,mobile,27944,22,614768
2025-01-22,electronics,none,headphones,1054,27,28458
2025-07-11,electronics,none,mobile,56093,32,1794976
2025-07-11,supermarket,none,cooking oil,47304,6,283824
2025-12-24,electronics,none,headphones,38109,19,724071
2025-08-22,electronics,none,smartwatch,22111,20,442220
2025-11-22,stationary,none,notebook,23858,19,453302
2025-08-15,stationary,none,notebook,51041,34,1735394
2025-10-14,clothes,women,suits,34851,6,209106
2025-03-18,supermarket,none,bread,10401,36,374436
2025-01-28,electronics,none,headphones,59322,17,1008474
2025-08-01,stationary,none,notebook,15882,7,111174
2025-12-23,supermarket,none,rice,36520,21,766920
2025-07-05,clothes,women,suits,38808,40,1552320
2025-05-03,electronics,none,laptop,57332,9,515988
2025-03-22,supermarket,none,cooking oil,53289,1,53289
2025-07-03,supermarket,none,cooking oil,50605,24,1214520
2025-06-10,clothes,men,shirt,31005,11,341055
2025-06-22,supermarket,none,cooking oil,25626,13,333138
2025-11-18,clothes,men,shirt,38490,24,923760
2025-01-05,electronics,none,smartwatch,55905,9,503145
2025-06-06,clothes,women,top,15130,8,121040
2025-10-12,supermarket,none,bread,34684,39,1352676
2025-01-28,clothes,women,suits,56218,8,449744
2025-01-02,electronics,none,smartwatch,49686,33,1639638
2026-01-01,stationary,none,notebook,50184,28,1405152
2025-09-23,stationary,none,notebook,31900,11,350900
2025-08-06,clothes,men,shirt,16496,11,181456
2025-09-23,stationary,none,page-folder,14477,15,217155
2025-08-31,supermarket,none,tea,16766,2,33532
2025-07-13,stationary,none,pencil,18994,40,759760
2025-10-10,supermarket,none,tea,16307,35,570745
2025-03-23,clothes,men,trouser,28752,21,603792
2025-04-24,supermarket,none,cooking oil,30685,27,828495
2025-05-09,electronics,none,headphones,32981,21,692601
2025-03-13,supermarket,none,bread,11601,8,92808
2025-04-03,clothes,women,top,36235,19,688465
2025-07-13,electronics,none,smartwatch,48148,15,722220
2025-01-07,clothes,men,shirt,32348,29,938092
2025-09-19,electronics,none,mobile,23130,25,578250
2025-08-17,supermarket,none,bread,13941,35,487935
2025-04-10,stationary,none,pencil,1329,14,18606
2025-07-07,electronics,none,smartwatch,19370,10,193700
2025-12-27,clothes,women,suits,5894,27,159138
2025-11-08,clothes,women,top,53588,25,1339700
2025-08-03,clothes,women,suits,19930,36,717480
2025-01-18,supermarket,none,bread,8409,5,42045
2025-11-13,clothes,women,top,15046,30,451380
2025-09-27,supermarket,none,cooking oil,35779,2,71558
2025-07-06,clothes,women,top,56934,35,1992690
2025-04-23,stationary,none,notebook,31707,40,1268280
2025-11-30,stationary,none,pen,43900,1,43900
2025-07-11,clothes,men,trouser,39391,4,157564
2025-06-10,clothes,women,suits,55736,35,1950760
2025-12-08,clothes,men,shirt,11896,29,344984
2025-12-30,clothes,men,trouser,58248,12,698976
2025-03-12,clothes,men,shirt,31831,17,541127
2025-05-20,supermarket,none,bread,32490,29,942210
2025-08-13,stationary,none,notebook,18738,9,168642
2025-09-15,electronics,none,laptop,6135,14,85890
2025-09-01,supermarket,none,bread,58279,9,524511
2025-09-08,clothes,women,top,18721,28,524188
2025-02-05,supermarket,none,cooking oil,21206,1,21206
2025-06-29,electronics,none,headphones,28930,36,1041480
2025-11-22,clothes,women,suits,57757,27,1559439
2025-02-27,supermarket,none,bread,31992,35,1119720
2025-01-01,stationary,none,pencil,29754,34,1011636
2025-01-12,stationary,none,page-folder,59832,21,1256472
2025-05-31,stationary,none,pencil,15924,14,222936
2025-09-22,clothes,men,trouser,7533,10,75330
2025-04-16,electronics,none,mobile,31742,8,253936
2025-08-23,clothes,women,top,46690,12,560280
2025-01-14,supermarket,none,rice,28404,3,85212
2025-01-11,electronics,none,mobile,4152,8,33216
2025-01-08,electronics,none,headphones,26624,30,798720
2025-10-18,supermarket,none,cooking oil,33978,10,339780
2025-02-02,supermarket,none,bread,33438,13,434694
2025-09-24,clothes,women,top,51925,30,1557750
2025-07-26,stationary,none,pen,55608,17,945336
2025-01-06,electronics,none,mobile,25306,39,986934
2025-03-18,stationary,none,notebook,56362,32,1803584
2025-02-15,clothes,women,top,13701,8,109608
2025-11-09,stationary,none,notebook,24741,15,371115
2025-02-16,supermarket,none,bread,10174,17,172958
2025-06-07,stationary,none,notebook,20187,36,726732
2025-09-09,electronics,none,headphones,11203,14,156842
2025-01-02,supermarket,none,tea,15641,33,516153
2025-06-23,electronics,none,headphones,7494,35,262290
2025-09-14,supermarket,none,tea,25781,13,335153
2025-09-20,clothes,women,top,50658,33,1671714
2025-03-19,electronics,none,smartwatch,22540,6,135240
2025-04-22,clothes,women,top,7298,1,7298
2025-07-26,clothes,women,suits,57660,6,345960
2025-08-04,stationary,none,page-folder,49874,30,1496220
2025-07-30,clothes,women,suits,30418,24,730032
2025-08-07,supermarket,none,rice,23007,10,230070
2025-04-24,electronics,none,headphones,16700,13,217100
2025-09-15,clothes,men,shirt,41638,27,1124226
2025-04-03,supermarket,none,bread,38126,27,1029402
2025-01-29,supermarket,none,cooking oil,50552,18,909936
2025-01-08,supermarket,none,tea,35667,7,249669
2025-05-14,supermarket,none,bread,58227,35,2037945
2025-11-21,clothes,men,trouser,9256,36,333216
2025-10-10,stationary,none,pen,7696,26,200096
2025-09-16,supermarket,none,tea,57954,25,1448850
2025-03-14,supermarket,none,cooking oil,34352,24,824448
2025-11-03,stationary,none,pen,22789,7,159523
2025-02-19,clothes,women,top,15054,7,105378
2025-10-04,supermarket,none,rice,45998,18,827964
2025-11-16,stationary,none,page-folder,2300,5,11500
2025-04-30,supermarket,none,bread,32160,24,771840
2025-06-12,electronics,none,headphones,52128,2,104256
2025-09-23,supermarket,none,tea,42123,36,1516428
2025-07-31,electronics,none,smartwatch,39535,20,790700
2025-01-25,stationary,none,page-folder,45623,16,729968
2025-11-03,supermarket,none,rice,45244,20,904880
2025-05-29,supermarket,none,bread,24270,31,752370
2025-07-16,electronics,none,headphones,14078,21,295638
2025-07-14,electronics,none,headphones,38903,6,233418
2025-06-20,supermarket,none,tea,42948,22,944856
2025-02-19,electronics,none,mobile,7346,7,51422
2025-06-13,clothes,women,top,23230,17,394910
2025-04-02,clothes,men,shirt,14993,15,224895
2025-04-24,supermarket,none,tea,30870,36,1111320
2025-12-28,clothes,men,trouser,28219,27,761913
2025-10-03,electronics,none,mobile,55463,4,221852
2025-03-05,clothes,women,suits,19913,29,577477
2025-01-06,stationary,none,pen,17125,5,85625
2025-11-02,supermarket,none,rice,32050,36,1153800
2025-07-01,electronics,none,headphones,7612,15,114180
2025-07-15,clothes,women,suits,18901,4,75604
2025-11-06,electronics,none,mobile,33559,32,1073888
2025-07-07,supermarket,none,cooking oil,49291,21,1035111
2025-11-30,electronics,none,smartwatch,52045,32,1665440
2025-12-16,electronics,none,smartwatch,29467,33,972411
2025-04-04,supermarket,none,cooking oil,49917,19,948423
2025-11-24,supermarket,none,rice,40421,39,1576419
2025-03-28,supermarket,none,rice,39255,37,1452435
2025-01-27,clothes,women,suits,57120,11,628320
2025-10-04,electronics,none,smartwatch,36496,13,474448
2025-08-04,supermarket,none,cooking oil,18589,21,390369
2025-10-12,stationary,none,page-folder,12213,36,439668
2025-06-15,supermarket,none,bread,45770,18,823860
2025-02-02,stationary,none,page-folder,28785,8,230280
2025-05-07,supermarket,none,cooking oil,58352,2,116704
2025-07-22,clothes,men,trouser,36522,30,1095660
2025-07-05,stationary,none,pen,36200,32,1158400
2025-11-10,clothes,men,shirt,54372,20,1087440
2025-03-26,electronics,none,smartwatch,45759,17,777903
2025-07-19,stationary,none,page-folder,17714,37,655418
2025-11-20,stationary,none,pencil,1468,22,32296
2025-10-06,electronics,none,smartwatch,33912,34,1153008
2025-09-17,stationary,none,page-folder,24990,14,349860
2025-11-01,supermarket,none,bread,58915,35,2062025
2025-06-05,clothes,men,trouser,51660,2,103320
2025-06-14,stationary,none,page-folder,58705,11,645755
2025-11-08,clothes,men,shirt,17086,6,102516
2025-10-28,stationary,none,notebook,52767,15,791505
2025-04-25,stationary,none,pencil,22507,7,157549
2025-12-07,stationary,none,page-folder,21855,11,240405
2025-11-06,electronics,none,mobile,3958,12,47496
2025-07-22,stationary,none,page-folder,7742,40,309680
2025-08-26,stationary,none,notebook,48013,16,768208
2025-02-17,stationary,none,notebook,56767,33,1873311
2025-05-11,clothes,women,suits,45884,36,1651824
2025-07-25,electronics,none,headphones,56516,9,508644
2025-03-05,clothes,women,suits,34255,9,308295
2025-05-22,supermarket,none,cooking oil,21674,4,86696
2025-01-19,electronics,none,laptop,56003,7,392021
2025-05-27,electronics,none,mobile,24978,13,324714
2025-06-02,stationary,none,page-folder,42617,18,767106
2025-06-24,clothes,women,suits,1683,12,20196
2025-10-22,supermarket,none,tea,16751,8,134008
2025-03-04,clothes,women,top,33670,6,202020
2025-03-02,electronics,none,mobile,33831,10,338310
2025-06-05,supermarket,none,tea,48793,12,585516
2025-09-23,clothes,men,shirt,15506,33,511698
2025-04-01,clothes,men,trouser,53144,25,1328600
2025-12-29,supermarket,none,rice,47003,10,470030
2025-04-17,supermarket,none,tea,52945,32,1694240
2025-09-16,clothes,men,shirt,44088,24,1058112
2025-07-16,supermarket,none,bread,48121,12,577452
2025-03-14,clothes,men,trouser,48781,13,634153
2025-03-09,supermarket,none,rice,24360,29,706440
2025-02-27,electronics,none,headphones,7522,35,263270
2025-04-02,supermarket,none,tea,46032,28,1288896
2025-06-04,stationary,none,pen,2472,23,56856
2025-10-25,stationary,none,page-folder,28559,8,228472
2025-03-07,stationary,none,pencil,29046,21,609966
2025-08-16,electronics,none,smartwatch,39037,14,546518
